Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Address,canonical_Length of Day,canonical_Fax,canonical_Center Director,canonical_Head Start Fund,canonical_Program Name,canonical_Email Address,canonical_Site name,canonical_NAEYC Program Id,canonical_Director,canonical_Progmod,canonical_Executive Director,canonical_Number per Site HS,canonical_Number per Site EHS,canonical_Eearly Head Start Fund,canonical_Purple binder service type,canonical_NAEYC Valid Until,canonical_Column,canonical_ECE Available Programs,canonical_Zip,canonical_Source,canonical_Phone,canonical_Ounce of Prevention Description,canonical_CC fund,canonical_Neighborhood,canonical_Program Option,canonical_Column2,canonical_Agency,canonical_IDHS Provider ID,canonical_Funded Enrollment,canonical_Id,canonical_Website
0,0.831859515773,0,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1 n ogden',b'half day/full day',b'',b'',b'',b'child care',b'',b'salvation army - temple / salvation army',b'',b'',b'no',b'',b'',b'',b'barbara martin',b'',b'',b'',b'cp',b'60607',b'cps_early_childhood_portal_scrape.csv',b'2262649',b'',b'no',b'near west side',b'near west side',b'child care',b'',b'',b'salvation army',b'1',b'no'
0,0.831859515773,1,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1 n ogden',b'half day/full day',b'',b'',b'',b'child care',b'',b'salvation army - temple / salvation army',b'',b'',b'no',b'',b'',b'',b'barbara martin',b'',b'',b'',b'cp',b'60607',b'cps_early_childhood_portal_scrape.csv',b'2262649',b'',b'no',b'near west side',b'near west side',b'child care',b'',b'',b'salvation army',b'1',b'no'
449,0.547964632511,2,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10 s kedzie',b'half day/full day',b'',b'www.ymcachicago.org',b'',b'child care',b'',b'national louis university - dr. effie o. ellis training center',b'',b'',b'no',b'4364ps(hs collaboration with childcare & prek)',b'',b'',b'anelyn jablo',b'',b'anelyn jablo',b'',b'dorothy cole-gary',b'60612',b'cps_early_childhood_portal_scrape.csv',b'5339011',b'',b'yes',b'east garfield park',b'east garfield park',b'',b'',b'',b'ymca of metropolitan chicago',b'2',b'no'
449,0.547964632511,3,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10 s kedzie',b'half day/full day',b'',b'www.ymcachicago.org',b'',b'child care',b'',b'national louis university - dr. effie o. ellis training center',b'',b'',b'no',b'4364ps(hs collaboration with childcare & prek)',b'',b'',b'anelyn jablo',b'',b'anelyn jablo',b'',b'dorothy cole-gary',b'60612',b'cps_early_childhood_portal_scrape.csv',b'5339011',b'',b'yes',b'east garfield park',b'east garfield park',b'',b'',b'',b'ymca of metropolitan chicago',b'2',b'no'
590,0.43820246309,4,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10001 s woodlawn',b'extended day',b'',b'www.ccc.edu',b'',b'child care',b'',b'board trustees-city colleges of chicago - olive-harvey college',b'',b'',b'no',b'7056ps(hs collaboration with childcare & prek)',b'',b'',b'tiffany carter',b'',b'tiffany carter',b'',b'phyllis daniels-ward',b'60628',b'cps_early_childhood_portal_scrape.csv',b'2916100',b'',b'yes',b'pullman',b'pullman',b'child care',b'',b'',b'board trustees-city colleges of chicago',b'5',b'no'
590,0.43820246309,5,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10001 s woodlawn',b'extended day',b'',b'www.ccc.edu',b'',b'child care',b'',b'board trustees-city colleges of chicago - olive-harvey college',b'',b'',b'no',b'7056ps(hs collaboration with childcare & prek)',b'',b'',b'tiffany carter',b'',b'tiffany carter',b'',b'phyllis daniels-ward',b'60628',b'cps_early_childhood_portal_scrape.csv',b'2916100',b'',b'yes',b'pullman',b'pullman',b'child care',b'',b'',b'board trustees-city colleges of chicago',b'5',b'no'
218,0.602872009461,6,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1001 w roosevelt rd',b'half day/full day',b'',b'www.easterseaslchicago.org',b'',b'state pre-kindergarten',b'01/31/13',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'',b'',b'yes',"b'4249it(child care it center), 7012ps(hs collaboration with c'",b'',b'',b'ms. adrienne hamilton',b'mcancel@eastersealschicago.org',b'morayma cancel',b'',b'barbara zawacki',b'60608',b'cps_early_childhood_portal_scrape.csv',b'9395115',b'508147',b'yes',b'near west side',b'near west side',b'child care',b'',b'',b'easter seals society of metropolitan chicago',b'6',b'yes'
218,0.602872009461,7,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1001 w roosevelt rd',b'half day/full day',b'',b'www.easterseaslchicago.org',b'',b'state pre-kindergarten',b'01/31/13',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'',b'',b'yes',"b'4249it(child care it center), 7012ps(hs collaboration with c'",b'',b'',b'ms. adrienne hamilton',b'mcancel@eastersealschicago.org',b'morayma cancel',b'',b'barbara zawacki',b'60608',b'cps_early_childhood_portal_scrape.csv',b'9395115',b'508147',b'yes',b'near west side',b'near west side',b'child care',b'',b'',b'easter seals society of metropolitan chicago',b'6',b'yes'
102,0.763174215953,8,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Uptown Head Start / Hull House,1020 W Bryn Mawr Ave ,,7695753,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1020 w bryn mawr',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships',b'',b'hull house association - uptown head start / hull house',b'',b'',b'no',b'7027ps(hs collaboration with childcare & prek)',b'',b'',b'martha abarca',b'',b'',b'',b'',b'60660',b'cps_early_childhood_portal_scrape.csv',b'7695753',b'',b'yes',b'',b'edgewater',b'',b'',b'',b'hull house association',b'8',b'no'
30,0.918402850628,9,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1030 w van buren st',b'extended day',b'',b'',b'',b'child care',b'',b'hull house association - child dev. central office- hull house cds-homes',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'9068600',b'',b'',b'',b'',b'',b'',b'',b'',b'478',b''
30,0.918402850628,10,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1030 w van buren st',b'extended day',b'',b'',b'',b'child care',b'',b'hull house association - child dev. central office- hull house cds-homes',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'9068600',b'',b'',b'',b'',b'',b'',b'',b'',b'478',b''
225,0.433846488595,11,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10509 s torrence ave',b'extended day',b'',b'',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - st. kevin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',b'cps_early_childhood_portal_scrape.csv',b'3746466',b'',b'',b'',b'',b'child care',b'',b'',b'',b'12',b''
225,0.893047913909,12,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10509 s torrence ave',b'extended day',b'',b'',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - st. kevin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',b'cps_early_childhood_portal_scrape.csv',b'3746466',b'',b'',b'',b'',b'child care',b'',b'',b'',b'12',b''
373,0.275942361355,13,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Community Learning Center,10612 S Wentworth ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'10612 s wentworth',b'extended day',b'',b'',b'',b'child care',b'04/01/16',b'community learning center',b'',b'',b'no',b'',b'',b'',b'wanda avery',b'wereason@aol.com',b'wanda avery',b'',b'wanda avery',b'60628',b'cps_early_childhood_portal_scrape.csv',b'9284104',b'587966',b'yes',b'',b'roseland',b'child care',b'',b'',b'community learning center',b'13',b'no'
551,0.612268567085,14,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1100 s may st',b'extended day',b'',b'',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - cordia marian',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'6663787',b'',b'',b'',b'',b'',b'',b'',b'',b'1231',b''
551,0.918402850628,15,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1100 s may st',b'extended day',b'',b'',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - cordia marian',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'6663787',b'',b'',b'',b'',b'',b'',b'',b'',b'1231',b''
96,0.623924980561,16,CPS_Early_Childhood_Portal_scrape.csv, Thresholds - Thresholds Mothers' Project,1110 W Belmont Ave ,,4723558,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1110 w belmont',b'extended day',b'',b'www.thresholds.org',b'',b'child care',b'',"b""thresholds mothers' project""",b'',b'',b'no',"b'2535it(child care it center), 2535ps(child care ps center),'",b'',b'',b'marshelia harris',b'',b'ayana kiklas',b'',b'cp',b'60657',b'cps_early_childhood_portal_scrape.csv',b'5373290',b'',b'no',b'lake view',b'lake view',b'child care',b'',b'',b'thresholds',b'228',b'no'
86,0.531590853419,17,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1120 n lamon',b'half day/full day',b'',b'www.marycrane.org',b'',b'child care',b'',b'bethel new life',b'',b'',b'yes',"b'4372it(child care it center), 4372ps(child care ps center),'",b'',b'',b'',b'',b'kathleen pesek',b'',b'lavetter terry',b'60651',b'cps_early_childhood_portal_scrape.csv',b'6267760',b'',b'yes',b'austin',b'austin',b'child care',b'',b'',b'mary crane league',b'17',b'yes'
552,0.918402850628,18,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St ,,9897433,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1124 w ainslie st',b'part day/full day',b'',b'',b'',b'state pre-kindergarten',b'',b'south east asia center - south-east asia center(ainslie)',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'9897433',b'',b'',b'',b'',b'',b'',b'',b'',b'18',b''
248,0.869092716111,19,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'11410 s edbrooke',b'half day/full day',b'',b'www.adasmckinley.org',b'',b'child care',b'',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'no',b'7021ps(hs collaboration with childcare)',b'',b'',b'anna luna',b'',b'anna luna',b'',"b'george jones, jr.'",b'60628',b'cps_early_childhood_portal_scrape.csv',b'4681918',b'',b'yes',b'',b'roseland',b'child care',b'',b'',b'ada s. mckinley community services',b'1235',b'no'
248,0.869092716111,20,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'11410 s edbrooke',b'half day/full day',b'',b'www.adasmckinley.org',b'',b'child care',b'',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'no',b'7021ps(hs collaboration with childcare)',b'',b'',b'anna luna',b'',b'anna luna',b'',"b'george jones, jr.'",b'60628',b'cps_early_childhood_portal_scrape.csv',b'4681918',b'',b'yes',b'',b'roseland',b'child care',b'',b'',b'ada s. mckinley community services',b'1235',b'no'
591,0.229600712657,21,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1145 w wilson ave',b'extended day',b'',b'www.ccc.edu',b'',b'child care',b'',b'board trustees-city colleges of chicago truman college',b'',b'',b'no',"b'7099ps(hs collaboration with childcare & prek), 4386ps(child'",b'',b'',b'judi gibian-mennenga',b'',b'dexter smith',b'',b'phyllis daniels-ward',b'60640',b'cps_early_childhood_portal_scrape.csv',b'8784740',b'',b'yes',b'',b'uptown',b'child care',b'',b'',b'board trustees-city colleges of chicago',b'21',b'no'
233,0.229600712657,22,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'11640 s wentworth ave',b'extended day',b'',b'',b'',b'child care',b'',b'chicago state university - gingerbread house',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'9284041',b'',b'',b'',b'',b'',b'',b'',b'',b'23',b''
233,0.631690323353,23,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'11640 s wentworth ave',b'extended day',b'',b'',b'',b'child care',b'',b'chicago state university - gingerbread house',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'9284041',b'',b'',b'',b'',b'',b'',b'',b'',b'23',b''
14,0.918402850628,24,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'124 e 113th st',b'extended day',b'',b'',b'',b'child care',b'',b'chicago state university - academy of early education',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'7858163',b'',b'',b'',b'',b'',b'',b'',b'',b'24',b''
14,0.918402850628,25,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'124 e 113th st',b'extended day',b'',b'',b'',b'child care',b'',b'chicago state university - academy of early education',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'7858163',b'',b'',b'',b'',b'',b'',b'',b'',b'24',b''
15,0.678455844522,26,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1300 e 75th st',"b'8-11 hours, varies by facility'",b'',b'www.adasmckinley.org',b'',b'community partnerships',b'',b'easter seals society of metropolitan chicago - stepping stones early/childhood lear',b'',b'',b'no',b'',b'',b'',b'dr. jones',b'',b'dr. nelda jones',b'',"b'george jones, jr.'",b'60619',b'cps_early_childhood_portal_scrape.csv',b'4930000',b'',b'yes',b'',b'south shore',b'',b'',b'',b'ada s. mckinley community services',b'26',b'no'
201,0.918402850628,27,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1312 s racine ave',b'extended day',b'',b'',b'',b'child care',b'',b'marcy newberry association - fosco abla center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'7466024',b'',b'',b'',b'',b'',b'',b'',b'',b'27',b''
201,0.918402850628,28,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1312 s racine ave',b'extended day',b'',b'',b'',b'child care',b'',b'marcy newberry association - fosco abla center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'7466024',b'',b'',b'',b'',b'',b'',b'',b'',b'27',b''
715,0.183137506247,29,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1345 n karlov',b'extended day',b'',b'www.usc.salvationarmy.com',b'',b'child care',b'03/31/15',b'salvation army incarnation',b'',b'',b'no',b'',b'',b'',b'zoraida fernandini',b'elsa_galan@usc.salvationarmy.org',b'zoraida fernandini',b'',b'claudia rowland',b'60651',b'cps_early_childhood_portal_scrape.csv',b'2764118',b'344640',b'yes',b'',b'humboldt park',b'',b'',b'',b'salvation army',b'29',b'no'
694,0.607081909974,30,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1354 w 61st st',b'half day/full day',b'',b'',b'',b'state pre-kindergarten',b'',b'abraham lincoln centre - hope presbyterian church',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60636',b'cps_early_childhood_portal_scrape.csv',b'4715100',b'',b'',b'',b'',b'child care',b'',b'',b'',b'30',b''
328,0.0834911682389,31,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1449 s keeler',b'half day/full day',b'',b'www.catholiccharities.net',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'no',"b'2488it(child care it center), 7030ps(hs collaboration with c'",b'',b'',"b""deborah o'brien""",b'',"b""deborah o'brien""",b'',b'cp',b'60623',b'cps_early_childhood_portal_scrape.csv',b'5213126',b'',b'yes',b'north lawndale',b'north lawndale',b'child care',b'',b'',b'catholic charities of the archdiocese of chicago',b'32',b'yes'
328,0.69279757413,32,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1449 s keeler',b'half day/full day',b'',b'www.catholiccharities.net',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'no',"b'2488it(child care it center), 7030ps(hs collaboration with c'",b'',b'',"b""deborah o'brien""",b'',"b""deborah o'brien""",b'',b'cp',b'60623',b'cps_early_childhood_portal_scrape.csv',b'5213126',b'',b'yes',b'north lawndale',b'north lawndale',b'child care',b'',b'',b'catholic charities of the archdiocese of chicago',b'32',b'yes'
104,0.747141430775,33,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1500 n mason',"b'8-11 hours, varies by facility'",b'',b'www.lssi.org',b'',b'community partnerships',b'',b'lutheran social services north austin',b'',b'',b'no',"b'4115it(child care it center), 7015ps(hs collaboration with c'",b'',b'',b'doris holden',b'',b'doris holden',b'',b'john schnier',b'60651',b'cps_early_childhood_portal_scrape.csv',b'2371930',b'',b'yes',b'austin',b'austin',b'child care',b'',b'',b'lutheran social services of illinois',b'2226',b'no'
18,0.918403,34,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1500 w 69th st',b'extended day',b'',b'',b'',b'child care',b'',b'marcy newberry association - new birth',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'4710699',b'',b'',b'',b'',b'',b'',b'',b'',b'34',b''
89,0.362516868114,35,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1501 n harding',b'extended day',b'',b'www.chicagoyouthcenters.org',b'',b'child care',b'',b'chicago youth centers - mt. moriah-taylor / cyc',b'',b'',b'no',b'7065ps(hs collaboration with childcare & prek)',b'',b'',b'elizabeth heilbronn',b'',b'elizabeth heilbronn',b'',b'harry wells',b'60651',b'cps_early_childhood_portal_scrape.csv',b'2785837',b'',b'yes',b'humboldt park',b'humboldt park',b'child care',b'',b'',b'chicago youth centers',b'35',b'no'
593,0.704382116596,36,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1539 s springfield',b'half day/full day',b'',b'www.marcy-newberry.org',b'',b'state pre-kindergarten',b'',b'marcy newberry association - marcy center',b'',b'',b'no',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'',b'',b'barbara tucker',b'',b'barbara tucker',b'',b'gertrude ricks',b'60623',b'cps_early_childhood_portal_scrape.csv',b'7612300',b'',b'yes',b'north lawndale',b'north lawndale',b'child care',b'',b'',b'marcy newberry association',b'37',b'yes'
593,0.704382116596,37,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1539 s springfield',b'half day/full day',b'',b'www.marcy-newberry.org',b'',b'state pre-kindergarten',b'',b'marcy newberry association - marcy center',b'',b'',b'no',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'',b'',b'barbara tucker',b'',b'barbara tucker',b'',b'gertrude ricks',b'60623',b'cps_early_childhood_portal_scrape.csv',b'7612300',b'',b'yes',b'north lawndale',b'north lawndale',b'child care',b'',b'',b'marcy newberry association',b'37',b'yes'
87,0.130265629292,38,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1545 w morse',"b'8-11 hours, varies by facility'",b'',b'www.marycrane.org',b'',b'community partnerships',b'',b'mary crane league mary crane center (morse)',b'',b'',b'no',b'4270ps(hs collaboration with childcare & prek)',b'',b'',b'guadalupe herrera',b'',b'traci medina',b'',b'lavetter terry',b'60626',b'cps_early_childhood_portal_scrape.csv',b'2621390',b'',b'yes',b'',b'rogers park',b'child care',b'',b'',b'mary crane league',b'38',b'no'
693,0.183680570126,39,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1631 e 71st st',b'extended day',b'',b'www.usc.salvationarmy.com',b'',b'child care',b'',b'salvation army south shore bible/maranatha head start',b'',b'',b'no',b'4380ps(hs collaboration with childcare)',b'',b'',b'jaqueline carter',b'',b'jaqueline carter',b'',b'claudia rowland',b'60649',b'cps_early_childhood_portal_scrape.csv',b'4937500',b'',b'yes',b'',b'south shore',b'child care',b'',b'',b'salvation army',b'39',b'no'
461,0.44017658631,40,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1633 n hamlin',b'extended day',b'',b'www.chicagocommons.org',b'',b'head start',b'08/31/14',b'chicago commons association - taylor center for new experiences',b'',b'',b'no',"b'2629it(child care it center), 3401ps(hs collaboration with c'",b'',b'',b'nilda vargas',b'powellv@chicagocommons.org',b'vanessa powell',b'',b'dan valliere',b'60647',b'cps_early_childhood_portal_scrape.csv',b'2278551',b'283654',b'yes',b'humboldt park',b'humboldt park',b'child care',b'',b'',b'chicago commons association',b'40',b'yes'
23,0.868710249662,41,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1652 w foster ave',b'extended day',b'',b'',b'',b'child care',b'',b'catholic charities of the archdiocese of chicago - ebenezer',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60640',b'cps_early_childhood_portal_scrape.csv',b'8789925',b'',b'',b'',b'',b'child care',b'',b'',b'',b'41',b''
106,0.312848821282,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1653 w 43rd st',b'half day/full day',b'',b'www.chicagocommons.org',b'',b'child care',b'02/01/16',b'chicago commons association - paulo freire',b'',b'',b'no',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'',b'',b'jenny seacat',b'vargasn@chicagocommons.org',b'nilda vargas',b'',b'dan valliere',b'60609',b'cps_early_childhood_portal_scrape.csv',b'8266260',b'278793',b'yes',b'new city',b'new city',b'',b'',b'',b'chicago commons association',b'42',b'yes'
